,ID,Label
153,25153,0
154,25154,0
155,25155,0
156,25156,1
157,25157,0
158,25158,1
159,25159,1
160,25160,0
161,25161,1
162,25162,0
163,25163,1
164,25164,0
165,25165,1
166,25166,0
167,25167,1
168,25168,0
169,25169,1
170,25170,0
171,25171,0
172,25172,1
173,25173,1
174,25174,1
175,25175,0
176,25176,1
177,25177,1
178,25178,0
179,25179,1
180,25180,0
181,25181,1
182,25182,0
183,25183,1
184,25184,0
185,25185,1
186,25186,0
187,25187,1
188,25188,0
189,25189,1
190,25190,1
191,25191,0
192,25192,0
193,25193,0
194,25194,1
195,25195,0
196,25196,1
197,25197,0
198,25198,1
199,25199,1
200,25200,0
201,25201,0
202,25202,0
203,25203,1
204,25204,0
205,25205,1
206,25206,0
207,25207,1
208,25208,1
209,25209,1
210,25210,0
211,25211,1
212,25212,1
213,25213,1
214,25214,1
215,25215,0
216,25216,1
217,25217,0
218,25218,0
219,25219,1
220,25220,0
221,25221,1
222,25222,0
223,25223,1
224,25224,1
225,25225,0
226,25226,0
227,25227,0
228,25228,1
229,25229,1
230,25230,1
231,25231,1
232,25232,0
233,25233,0
234,25234,1
235,25235,1
236,25236,1
237,25237,0
238,25238,0
239,25239,0
240,25240,0
241,25241,1
242,25242,1
243,25243,1
244,25244,1
245,25245,1
246,25246,1
247,25247,0
248,25248,1
249,25249,1
250,25250,1
251,25251,1
252,25252,1
253,25253,1
254,25254,0
255,25255,1
256,25256,1
257,25257,0
258,25258,1
259,25259,0
260,25260,1
261,25261,1
262,25262,0
263,25263,0
264,25264,0
265,25265,0
266,25266,0
267,25267,1
268,25268,0
269,25269,0
270,25270,0
271,25271,0
272,25272,1
273,25273,1
274,25274,1
275,25275,1
276,25276,0
277,25277,1
278,25278,1
279,25279,1
280,25280,0
281,25281,0
282,25282,1
283,25283,0
284,25284,1
285,25285,0
286,25286,1
287,25287,1
288,25288,1
289,25289,1
290,25290,0
291,25291,1
292,25292,0
293,25293,0
294,25294,1
295,25295,0
296,25296,1
297,25297,1
298,25298,0
299,25299,1
300,25300,0
301,25301,1
302,25302,1
303,25303,1
304,25304,1
305,25305,1
306,25306,0
307,25307,1
308,25308,0
309,25309,1
310,25310,1
311,25311,0
312,25312,1
313,25313,0
314,25314,0
315,25315,1
316,25316,0
317,25317,1
318,25318,0
319,25319,0
320,25320,1
321,25321,1
322,25322,0
323,25323,0
324,25324,1
325,25325,1
326,25326,1
327,25327,1
328,25328,1
329,25329,1
330,25330,0
331,25331,1
332,25332,1
333,25333,1
334,25334,1
335,25335,0
336,25336,1
337,25337,1
338,25338,0
339,25339,1
340,25340,1
341,25341,1
342,25342,1
343,25343,1
344,25344,1
345,25345,1
346,25346,1
347,25347,0
348,25348,1
349,25349,0
350,25350,1
351,25351,0
352,25352,0
353,25353,0
354,25354,0
355,25355,0
356,25356,1
357,25357,0
358,25358,0
359,25359,1
360,25360,0
361,25361,1
362,25362,1
363,25363,1
364,25364,0
365,25365,1
366,25366,1
367,25367,1
368,25368,1
369,25369,1
370,25370,0
371,25371,1
372,25372,1
373,25373,1
374,25374,1
375,25375,1
376,25376,1
377,25377,0
378,25378,0
379,25379,0
380,25380,1
381,25381,0
382,25382,1
383,25383,0
384,25384,1
385,25385,1
386,25386,1
387,25387,1
388,25388,1
389,25389,0
390,25390,0
391,25391,1
392,25392,1
393,25393,1
394,25394,0
395,25395,0
396,25396,1
397,25397,0
398,25398,0
399,25399,0
400,25400,0
401,25401,1
402,25402,1
403,25403,1
404,25404,0
405,25405,1
406,25406,1
407,25407,1
408,25408,0
409,25409,1
410,25410,0
411,25411,1
412,25412,1
413,25413,1
414,25414,0
415,25415,0
416,25416,0
417,25417,1
418,25418,0
419,25419,1
420,25420,0
421,25421,1
422,25422,1
423,25423,0
424,25424,1
425,25425,0
426,25426,1
427,25427,0
428,25428,0
429,25429,0
430,25430,1
431,25431,1
432,25432,0
433,25433,0
434,25434,0
435,25435,0
436,25436,0
437,25437,1
438,25438,1
439,25439,0
440,25440,1
441,25441,1
442,25442,1
443,25443,0
444,25444,1
445,25445,1
446,25446,0
447,25447,1
448,25448,0
449,25449,1
450,25450,1
451,25451,1
452,25452,1
453,25453,0
454,25454,1
455,25455,1
456,25456,1
457,25457,1
458,25458,1
459,25459,0
460,25460,1
461,25461,1
462,25462,0
463,25463,1
464,25464,1
465,25465,1
466,25466,1
467,25467,0
468,25468,0
469,25469,0
470,25470,0
471,25471,0
472,25472,1
473,25473,1
474,25474,1
475,25475,1
476,25476,1
477,25477,1
478,25478,0
479,25479,1
480,25480,1
481,25481,1
482,25482,1
483,25483,0
484,25484,1
485,25485,1
486,25486,1
487,25487,1
488,25488,0
489,25489,0
490,25490,1
491,25491,0
492,25492,1
493,25493,1
494,25494,0
495,25495,1
496,25496,1
497,25497,1
498,25498,1
499,25499,0
500,25500,0
501,25501,1
502,25502,0
503,25503,1
504,25504,0
505,25505,0
506,25506,0
507,25507,0
508,25508,1
509,25509,0
510,25510,1
511,25511,1
512,25512,1
513,25513,1
514,25514,0
515,25515,0
516,25516,1
517,25517,0
518,25518,1
519,25519,0
520,25520,0
521,25521,1
522,25522,1
523,25523,1
524,25524,0
525,25525,1
526,25526,1
527,25527,0
528,25528,0
529,25529,1
530,25530,0
531,25531,0
532,25532,1
533,25533,1
534,25534,0
535,25535,1
536,25536,1
537,25537,1
538,25538,0
539,25539,1
540,25540,0
541,25541,1
542,25542,1
543,25543,1
544,25544,0
545,25545,0
546,25546,1
547,25547,1
548,25548,1
549,25549,1
550,25550,0
551,25551,1
552,25552,1
553,25553,1
554,25554,0
555,25555,0
556,25556,0
557,25557,0
558,25558,1
559,25559,0
560,25560,0
561,25561,1
562,25562,1
563,25563,1
564,25564,1
565,25565,1
566,25566,1
567,25567,0
568,25568,0
569,25569,0
570,25570,0
571,25571,1
572,25572,1
573,25573,1
574,25574,0
575,25575,1
576,25576,0
577,25577,1
578,25578,0
579,25579,0
580,25580,0
581,25581,0
582,25582,1
583,25583,1
584,25584,1
585,25585,0
586,25586,0
587,25587,1
588,25588,1
589,25589,0
590,25590,0
591,25591,1
592,25592,0
593,25593,1
594,25594,0
595,25595,1
596,25596,1
597,25597,1
598,25598,0
599,25599,0
600,25600,0
601,25601,0
602,25602,0
603,25603,0
604,25604,1
605,25605,0
606,25606,1
607,25607,1
608,25608,1
609,25609,1
610,25610,0
611,25611,0
612,25612,1
613,25613,0
614,25614,0
615,25615,0
616,25616,1
617,25617,0
618,25618,0
619,25619,0
620,25620,0
621,25621,1
622,25622,0
623,25623,0
624,25624,0
625,25625,1
626,25626,0
627,25627,0
628,25628,0
629,25629,0
630,25630,1
631,25631,0
632,25632,0
633,25633,0
634,25634,0
635,25635,1
636,25636,0
637,25637,0
638,25638,1
639,25639,1
640,25640,0
641,25641,0
642,25642,1
643,25643,0
644,25644,0
645,25645,0
646,25646,1
647,25647,1
648,25648,0
649,25649,0
650,25650,0
651,25651,1
652,25652,0
653,25653,0
654,25654,0
655,25655,0
656,25656,1
657,25657,0
658,25658,1
659,25659,1
660,25660,1
661,25661,1
662,25662,1
663,25663,1
664,25664,1
665,25665,0
666,25666,1
667,25667,0
668,25668,1
669,25669,0
670,25670,0
671,25671,1
672,25672,1
673,25673,0
674,25674,1
675,25675,0
676,25676,1
677,25677,0
678,25678,0
679,25679,0
680,25680,1
681,25681,0
682,25682,0
683,25683,1
684,25684,0
685,25685,0
686,25686,1
687,25687,0
688,25688,0
689,25689,1
690,25690,0
691,25691,1
692,25692,1
693,25693,0
694,25694,0
695,25695,1
696,25696,0
697,25697,0
698,25698,0
699,25699,1
700,25700,0
701,25701,1
702,25702,1
703,25703,1
704,25704,0
705,25705,1
706,25706,0
707,25707,0
708,25708,0
709,25709,1
710,25710,0
711,25711,1
712,25712,0
713,25713,1
714,25714,0
715,25715,1
716,25716,0
717,25717,0
718,25718,1
719,25719,1
720,25720,0
721,25721,0
722,25722,1
723,25723,1
724,25724,1
725,25725,0
726,25726,0
727,25727,1
728,25728,0
729,25729,1
730,25730,1
731,25731,0
732,25732,1
733,25733,1
734,25734,0
735,25735,1
736,25736,0
737,25737,1
738,25738,1
739,25739,1
740,25740,1
741,25741,1
742,25742,0
743,25743,1
744,25744,1
745,25745,1
746,25746,1
747,25747,1
748,25748,0
749,25749,0
750,25750,0
751,25751,0
752,25752,1
753,25753,1
754,25754,0
755,25755,0
756,25756,1
757,25757,1
758,25758,1
759,25759,1
760,25760,1
761,25761,0
762,25762,0
763,25763,1
764,25764,0
765,25765,1
766,25766,1
767,25767,1
768,25768,0
769,25769,0
770,25770,0
771,25771,1
772,25772,0
773,25773,0
774,25774,0
775,25775,0
776,25776,0
777,25777,1
778,25778,1
779,25779,0
780,25780,0
781,25781,0
782,25782,0
783,25783,1
784,25784,1
785,25785,1
786,25786,1
787,25787,0
788,25788,1
789,25789,0
790,25790,1
791,25791,1
792,25792,1
793,25793,0
794,25794,1
795,25795,1
796,25796,1
797,25797,0
798,25798,1
799,25799,1
800,25800,1
801,25801,0
802,25802,1
803,25803,0
804,25804,0
805,25805,0
806,25806,1
807,25807,1
808,25808,1
809,25809,0
810,25810,1
811,25811,1
812,25812,1
813,25813,1
814,25814,1
815,25815,1
816,25816,0
817,25817,1
818,25818,1
819,25819,1
820,25820,0
821,25821,0
822,25822,1
823,25823,0
824,25824,0
825,25825,1
826,25826,0
827,25827,1
828,25828,1
829,25829,1
830,25830,0
831,25831,1
832,25832,0
833,25833,0
834,25834,0
835,25835,0
836,25836,1
837,25837,1
838,25838,0
839,25839,0
840,25840,1
841,25841,0
842,25842,0
843,25843,1
844,25844,0
845,25845,0
846,25846,1
847,25847,0
848,25848,1
849,25849,1
850,25850,1
851,25851,0
852,25852,0
853,25853,1
854,25854,1
855,25855,1
856,25856,0
857,25857,1
858,25858,0
859,25859,1
860,25860,0
861,25861,0
862,25862,1
863,25863,0
864,25864,0
865,25865,0
866,25866,1
867,25867,0
868,25868,1
869,25869,1
870,25870,1
871,25871,1
872,25872,0
873,25873,0
874,25874,1
875,25875,1
876,25876,1
877,25877,0
878,25878,0
879,25879,0
880,25880,0
881,25881,0
882,25882,0
883,25883,0
884,25884,1
885,25885,0
886,25886,0
887,25887,0
888,25888,1
889,25889,0
890,25890,0
891,25891,1
892,25892,0
893,25893,0
894,25894,1
895,25895,1
896,25896,0
897,25897,0
898,25898,0
899,25899,1
900,25900,1
901,25901,1
902,25902,0
903,25903,0
904,25904,1
905,25905,1
906,25906,1
907,25907,1
908,25908,0
909,25909,0
910,25910,0
911,25911,0
912,25912,1
913,25913,0
914,25914,1
915,25915,1
916,25916,0
917,25917,1
918,25918,1
919,25919,0
920,25920,1
921,25921,1
922,25922,0
923,25923,0
924,25924,1
925,25925,1
926,25926,0
927,25927,0
928,25928,0
929,25929,0
930,25930,0
931,25931,0
932,25932,0
933,25933,1
934,25934,0
935,25935,0
936,25936,0
937,25937,0
938,25938,1
939,25939,0
940,25940,1
941,25941,1
942,25942,1
943,25943,0
944,25944,1
945,25945,1
946,25946,1
947,25947,1
948,25948,1
949,25949,0
950,25950,0
951,25951,1
952,25952,1
953,25953,0
954,25954,0
955,25955,0
956,25956,0
957,25957,1
958,25958,0
959,25959,1
960,25960,1
961,25961,1
962,25962,1
963,25963,1
964,25964,0
965,25965,0
966,25966,0
967,25967,0
968,25968,1
969,25969,0
970,25970,0
971,25971,1
972,25972,1
973,25973,1
974,25974,0
975,25975,0
976,25976,1
977,25977,0
978,25978,1
979,25979,1
980,25980,1
981,25981,1
982,25982,1
983,25983,0
984,25984,0
985,25985,0
986,25986,0
987,25987,0
988,25988,0
989,25989,0
990,25990,0
991,25991,0
992,25992,0
993,25993,1
994,25994,1
995,25995,1
996,25996,1
997,25997,0
998,25998,1
999,25999,1
1000,26000,0
1001,26001,0
1002,26002,1
1003,26003,0
1004,26004,1
1005,26005,0
1006,26006,0
1007,26007,0
1008,26008,0
1009,26009,1
1010,26010,0
1011,26011,1
1012,26012,1
1013,26013,1
1014,26014,0
1015,26015,0
1016,26016,1
1017,26017,1
1018,26018,1
1019,26019,0
1020,26020,1
1021,26021,1
1022,26022,0
1023,26023,1
1024,26024,0
1025,26025,0
1026,26026,0
1027,26027,1
1028,26028,0
1029,26029,1
1030,26030,1
1031,26031,0
1032,26032,1
1033,26033,1
1034,26034,0
1035,26035,0
1036,26036,0
1037,26037,1
1038,26038,0
1039,26039,0
1040,26040,0
1041,26041,0
1042,26042,1
1043,26043,1
1044,26044,0
1045,26045,1
1046,26046,0
1047,26047,0
1048,26048,0
1049,26049,1
1050,26050,0
1051,26051,0
1052,26052,0
1053,26053,0
1054,26054,1
1055,26055,1
1056,26056,0
1057,26057,0
1058,26058,1
1059,26059,1
1060,26060,1
1061,26061,1
1062,26062,0
1063,26063,1
1064,26064,1
1065,26065,0
1066,26066,1
1067,26067,0
1068,26068,0
1069,26069,1
1070,26070,0
1071,26071,0
1072,26072,0
1073,26073,1
1074,26074,0
1075,26075,1
1076,26076,0
1077,26077,0
1078,26078,1
1079,26079,1
1080,26080,1
1081,26081,1
1082,26082,0
1083,26083,1
1084,26084,0
1085,26085,0
1086,26086,1
1087,26087,0
1088,26088,0
1089,26089,0
1090,26090,1
1091,26091,1
1092,26092,1
1093,26093,1
1094,26094,0
1095,26095,1
1096,26096,0
1097,26097,1
1098,26098,0
1099,26099,1
1100,26100,1
1101,26101,0
1102,26102,1
1103,26103,1
1104,26104,1
1105,26105,1
1106,26106,1
1107,26107,1
1108,26108,1
1109,26109,1
1110,26110,1
1111,26111,1
1112,26112,0
1113,26113,0
1114,26114,1
1115,26115,0
1116,26116,1
1117,26117,1
1118,26118,0
1119,26119,0
1120,26120,0
1121,26121,1
1122,26122,1
1123,26123,1
1124,26124,0
1125,26125,1
1126,26126,0
1127,26127,1
1128,26128,0
1129,26129,1
1130,26130,0
1131,26131,1
1132,26132,0
1133,26133,1
1134,26134,1
1135,26135,0
1136,26136,0
1137,26137,0
1138,26138,0
1139,26139,0
1140,26140,1
1141,26141,1
1142,26142,0
1143,26143,1
1144,26144,1
1145,26145,1
1146,26146,1
1147,26147,1
1148,26148,1
1149,26149,1
1150,26150,0
1151,26151,0
1152,26152,1
1153,26153,1
1154,26154,1
1155,26155,1
1156,26156,1
1157,26157,0
1158,26158,1
1159,26159,0
1160,26160,0
1161,26161,0
1162,26162,0
1163,26163,0
1164,26164,1
1165,26165,0
1166,26166,0
1167,26167,1
1168,26168,1
1169,26169,0
1170,26170,0
1171,26171,0
1172,26172,1
1173,26173,1
1174,26174,0
1175,26175,0
1176,26176,0
1177,26177,1
1178,26178,0
1179,26179,1
1180,26180,1
1181,26181,0
1182,26182,0
1183,26183,0
1184,26184,0
1185,26185,1
1186,26186,0
1187,26187,1
1188,26188,1
1189,26189,1
1190,26190,1
1191,26191,0
1192,26192,1
1193,26193,0
1194,26194,1
1195,26195,0
1196,26196,1
1197,26197,1
1198,26198,0
1199,26199,0
1200,26200,1
1201,26201,0
1202,26202,0
1203,26203,0
1204,26204,1
1205,26205,1
1206,26206,0
1207,26207,1
1208,26208,0
1209,26209,1
1210,26210,0
1211,26211,0
1212,26212,1
1213,26213,1
1214,26214,0
1215,26215,1
1216,26216,1
1217,26217,0
1218,26218,0
1219,26219,1
1220,26220,1
1221,26221,1
1222,26222,0
1223,26223,0
1224,26224,0
1225,26225,0
1226,26226,1
1227,26227,1
1228,26228,0
1229,26229,1
1230,26230,1
1231,26231,1
1232,26232,1
1233,26233,0
1234,26234,0
1235,26235,0
1236,26236,1
1237,26237,1
1238,26238,1
1239,26239,0
1240,26240,1
1241,26241,0
1242,26242,1
1243,26243,0
1244,26244,0
1245,26245,1
1246,26246,1
1247,26247,1
1248,26248,1
1249,26249,1
1250,26250,0
1251,26251,1
1252,26252,1
1253,26253,1
1254,26254,0
1255,26255,0
1256,26256,0
1257,26257,1
1258,26258,1
1259,26259,0
1260,26260,0
1261,26261,1
1262,26262,1
1263,26263,0
1264,26264,0
1265,26265,0
1266,26266,1
1267,26267,0
1268,26268,0
1269,26269,1
1270,26270,0
1271,26271,0
1272,26272,1
1273,26273,0
1274,26274,0
1275,26275,1
1276,26276,0
1277,26277,1
1278,26278,1
1279,26279,1
1280,26280,1
1281,26281,1
1282,26282,1
1283,26283,1
1284,26284,1
1285,26285,1
1286,26286,0
1287,26287,0
1288,26288,0
1289,26289,0
1290,26290,1
1291,26291,1
1292,26292,1
1293,26293,1
1294,26294,0
1295,26295,0
1296,26296,0
1297,26297,0
1298,26298,1
1299,26299,0
1300,26300,0
1301,26301,0
1302,26302,0
1303,26303,1
1304,26304,0
1305,26305,1
1306,26306,1
1307,26307,0
1308,26308,0
1309,26309,1
1310,26310,1
1311,26311,1
1312,26312,0
1313,26313,1
1314,26314,0
1315,26315,1
1316,26316,1
1317,26317,0
1318,26318,0
1319,26319,0
1320,26320,0
1321,26321,0
1322,26322,0
1323,26323,1
1324,26324,1
1325,26325,0
1326,26326,1
1327,26327,0
1328,26328,1
1329,26329,1
1330,26330,1
1331,26331,0
1332,26332,0
1333,26333,0
1334,26334,0
1335,26335,0
1336,26336,1
1337,26337,1
1338,26338,1
1339,26339,1
1340,26340,0
1341,26341,0
1342,26342,0
1343,26343,1
1344,26344,1
1345,26345,0
1346,26346,0
1347,26347,0
1348,26348,0
1349,26349,0
1350,26350,0
1351,26351,0
1352,26352,0
1353,26353,0
1354,26354,1
1355,26355,1
1356,26356,1
1357,26357,0
1358,26358,1
1359,26359,1
1360,26360,0
1361,26361,0
1362,26362,0
1363,26363,0
1364,26364,1
1365,26365,0
1366,26366,1
1367,26367,1
1368,26368,0
1369,26369,0
1370,26370,0
1371,26371,1
1372,26372,1
1373,26373,0
1374,26374,0
1375,26375,1
1376,26376,1
1377,26377,0
1378,26378,0
1379,26379,1
1380,26380,0
1381,26381,1
1382,26382,1
1383,26383,0
1384,26384,0
1385,26385,1
1386,26386,1
1387,26387,1
1388,26388,0
1389,26389,0
1390,26390,0
1391,26391,0
1392,26392,0
1393,26393,1
1394,26394,0
1395,26395,0
1396,26396,0
1397,26397,0
1398,26398,1
1399,26399,0
1400,26400,0
1401,26401,0
1402,26402,1
1403,26403,1
1404,26404,1
1405,26405,1
1406,26406,1
1407,26407,0
1408,26408,0
1409,26409,1
1410,26410,0
1411,26411,0
1412,26412,0
1413,26413,0
1414,26414,1
1415,26415,1
1416,26416,0
1417,26417,0
1418,26418,1
1419,26419,1
1420,26420,1
1421,26421,0
1422,26422,0
1423,26423,1
1424,26424,0
1425,26425,0
1426,26426,0
1427,26427,0
1428,26428,1
1429,26429,1
1430,26430,1
1431,26431,1
1432,26432,1
1433,26433,1
1434,26434,0
1435,26435,0
1436,26436,1
1437,26437,1
1438,26438,1
1439,26439,1
1440,26440,1
1441,26441,0
1442,26442,0
1443,26443,1
1444,26444,1
1445,26445,0
1446,26446,1
1447,26447,1
1448,26448,0
1449,26449,1
1450,26450,0
1451,26451,0
1452,26452,0
1453,26453,0
1454,26454,1
1455,26455,1
1456,26456,0
1457,26457,0
1458,26458,1
1459,26459,0
1460,26460,1
1461,26461,1
1462,26462,0
1463,26463,1
1464,26464,0
1465,26465,1
1466,26466,0
1467,26467,1
1468,26468,1
1469,26469,0
1470,26470,1
1471,26471,1
1472,26472,0
1473,26473,1
1474,26474,0
1475,26475,0
1476,26476,1
1477,26477,1
1478,26478,0
1479,26479,0
1480,26480,0
1481,26481,0
1482,26482,0
1483,26483,1
1484,26484,0
1485,26485,1
1486,26486,1
1487,26487,1
1488,26488,1
1489,26489,0
1490,26490,0
1491,26491,1
1492,26492,0
1493,26493,1
1494,26494,0
1495,26495,1
1496,26496,1
1497,26497,0
1498,26498,1
1499,26499,1
1500,26500,1
1501,26501,1
1502,26502,1
1503,26503,0
1504,26504,0
1505,26505,1
1506,26506,0
1507,26507,1
1508,26508,1
1509,26509,0
1510,26510,1
1511,26511,0
1512,26512,0
1513,26513,0
1514,26514,1
1515,26515,0
1516,26516,0
1517,26517,1
1518,26518,1
1519,26519,1
1520,26520,1
1521,26521,0
1522,26522,0
1523,26523,1
1524,26524,0
1525,26525,1
1526,26526,0
1527,26527,0
1528,26528,0
1529,26529,1
1530,26530,0
1531,26531,1
1532,26532,1
1533,26533,1
1534,26534,1
1535,26535,1
1536,26536,1
1537,26537,0
1538,26538,0
1539,26539,0
1540,26540,1
1541,26541,0
1542,26542,1
1543,26543,0
1544,26544,0
1545,26545,1
1546,26546,1
1547,26547,0
1548,26548,0
1549,26549,0
1550,26550,0
1551,26551,1
1552,26552,1
1553,26553,1
1554,26554,0
1555,26555,0
1556,26556,0
1557,26557,0
1558,26558,0
1559,26559,0
1560,26560,0
1561,26561,1
1562,26562,0
1563,26563,1
1564,26564,0
1565,26565,1
1566,26566,0
1567,26567,1
1568,26568,0
1569,26569,0
1570,26570,0
1571,26571,0
1572,26572,1
1573,26573,1
1574,26574,0
1575,26575,1
1576,26576,0
1577,26577,0
1578,26578,1
1579,26579,1
1580,26580,0
1581,26581,1
1582,26582,0
1583,26583,1
1584,26584,1
1585,26585,0
1586,26586,1
1587,26587,0
1588,26588,1
1589,26589,0
1590,26590,0
1591,26591,0
1592,26592,1
1593,26593,0
1594,26594,1
1595,26595,1
1596,26596,0
1597,26597,1
1598,26598,1
1599,26599,0
1600,26600,0
1601,26601,1
1602,26602,1
1603,26603,1
1604,26604,1
1605,26605,0
1606,26606,1
1607,26607,1
1608,26608,1
1609,26609,1
1610,26610,1
1611,26611,1
1612,26612,1
1613,26613,0
1614,26614,0
1615,26615,0
1616,26616,1
1617,26617,0
1618,26618,0
1619,26619,0
1620,26620,0
1621,26621,1
1622,26622,0
1623,26623,1
1624,26624,0
1625,26625,0
1626,26626,1
1627,26627,0
1628,26628,1
1629,26629,0
1630,26630,0
1631,26631,1
1632,26632,1
1633,26633,1
1634,26634,0
1635,26635,1
1636,26636,1
1637,26637,0
1638,26638,1
1639,26639,1
1640,26640,0
1641,26641,1
1642,26642,0
1643,26643,1
1644,26644,1
1645,26645,1
1646,26646,1
1647,26647,0
1648,26648,1
1649,26649,0
1650,26650,0
1651,26651,0
1652,26652,1
1653,26653,1
1654,26654,1
1655,26655,0
1656,26656,0
1657,26657,1
1658,26658,0
1659,26659,0
1660,26660,1
1661,26661,0
1662,26662,0
1663,26663,0
1664,26664,0
1665,26665,1
1666,26666,1
1667,26667,1
1668,26668,1
1669,26669,1
1670,26670,0
1671,26671,1
1672,26672,0
1673,26673,0
1674,26674,1
1675,26675,1
1676,26676,1
1677,26677,1
1678,26678,1
1679,26679,1
1680,26680,0
1681,26681,0
1682,26682,0
1683,26683,0
1684,26684,0
1685,26685,1
1686,26686,0
1687,26687,0
1688,26688,1
1689,26689,0
1690,26690,1
1691,26691,1
1692,26692,1
1693,26693,0
1694,26694,0
1695,26695,0
1696,26696,1
1697,26697,0
1698,26698,1
1699,26699,1
1700,26700,0
1701,26701,0
1702,26702,1
1703,26703,0
1704,26704,1
1705,26705,0
1706,26706,1
1707,26707,0
1708,26708,0
1709,26709,1
1710,26710,0
1711,26711,0
1712,26712,0
1713,26713,1
1714,26714,1
1715,26715,1
1716,26716,0
1717,26717,0
1718,26718,0
1719,26719,0
1720,26720,1
1721,26721,0
1722,26722,0
1723,26723,1
1724,26724,0
1725,26725,0
1726,26726,1
1727,26727,0
1728,26728,0
1729,26729,1
1730,26730,1
1731,26731,0
1732,26732,1
1733,26733,0
1734,26734,0
1735,26735,1
1736,26736,1
1737,26737,1
1738,26738,0
1739,26739,1
1740,26740,1
1741,26741,0
1742,26742,0
1743,26743,0
1744,26744,1
1745,26745,1
1746,26746,1
1747,26747,0
1748,26748,0
1749,26749,0
1750,26750,1
1751,26751,1
1752,26752,0
1753,26753,1
1754,26754,0
1755,26755,0
1756,26756,1
1757,26757,0
1758,26758,0
1759,26759,0
1760,26760,1
1761,26761,1
1762,26762,1
1763,26763,0
1764,26764,1
1765,26765,0
1766,26766,0
1767,26767,0
1768,26768,1
1769,26769,1
1770,26770,1
1771,26771,0
1772,26772,0
1773,26773,1
1774,26774,1
1775,26775,0
1776,26776,0
1777,26777,1
1778,26778,0
1779,26779,0
1780,26780,1
1781,26781,0
1782,26782,0
1783,26783,0
1784,26784,1
1785,26785,0
1786,26786,1
1787,26787,1
1788,26788,0
1789,26789,1
1790,26790,1
1791,26791,0
1792,26792,0
1793,26793,1
1794,26794,0
1795,26795,0
1796,26796,1
1797,26797,0
1798,26798,1
1799,26799,0
1800,26800,0
1801,26801,0
1802,26802,1
1803,26803,1
1804,26804,1
1805,26805,1
1806,26806,0
1807,26807,0
1808,26808,1
1809,26809,0
1810,26810,0
1811,26811,0
1812,26812,1
1813,26813,1
1814,26814,1
1815,26815,1
1816,26816,1
1817,26817,1
1818,26818,1
1819,26819,0
1820,26820,1
1821,26821,0
1822,26822,1
1823,26823,0
1824,26824,1
1825,26825,0
1826,26826,0
1827,26827,1
1828,26828,1
1829,26829,1
1830,26830,1
1831,26831,0
1832,26832,0
1833,26833,1
1834,26834,1
1835,26835,1
1836,26836,1
1837,26837,0
1838,26838,0
1839,26839,1
1840,26840,1
1841,26841,0
1842,26842,0
1843,26843,1
1844,26844,1
1845,26845,0
1846,26846,0
1847,26847,1
1848,26848,1
1849,26849,0
1850,26850,0
1851,26851,0
1852,26852,0
1853,26853,1
1854,26854,0
1855,26855,0
1856,26856,0
1857,26857,0
1858,26858,0
1859,26859,1
1860,26860,0
1861,26861,1
1862,26862,0
1863,26863,1
1864,26864,0
1865,26865,1
1866,26866,0
1867,26867,1
1868,26868,0
1869,26869,1
1870,26870,0
1871,26871,1
1872,26872,1
